,placement,player,archetype,deck_id,deck_cost
0,1,Giancarlos Valdez,Superheavy Samurai,superheavy-samurai-330759,$140.11
1,2,Luis Miguel Sanchez,Labrynth,labrynth-330760,$108.74
2,3,Jaime Casanova,@Ignister,mathmech-ignister-330762,$53.49
3,4,Jonathan Abreu,Kashtira,kashtira-330761,$222.92
4,5,<4 unknown Top 8 duelists>,,,
