,placement,player,archetype,deck_id
0,1,Chris McConnarchy,Tenpai Dragon,
1,2,George Sagris,Voiceless Voice,
2,3,James Walker,Snake-Eye,
3,4,Simon Kew,Voiceless Voice,
4,5,Connor McCarthy,Despia,
5,6,Liam Hay,Tenpai Dragon,
6,7,Josiah Woodberry,Voiceless Voice,
7,8,Xufeng Wen,Yubel,
