,placement,player,archetype,deck_id
0,1,Dino Spasovski,Centur-Ion,lightsworn-centur-ion-494204
1,2,Ray Zhang,Fire King,
2,3,Sinisa Blazic,Fire King,
3,4,Barry Huang,Voiceless Voice,
4,5,Andrew Funaki,Voiceless Voice,
5,6,Ashley Martin,Tearlaments,
6,7,Marshall Stevenson,Tenpai Dragon,
7,8,Liam Brockett,Tenpai Dragon,
