,placement,player,archetype,deck_id,deck_cost
0,1,Shaked Assayag,Tri-Brigade,lyrilusc-zoodiac-tri-brigade-287243,$54.08
1,2,<unknown duelist>,,,
2,3,<2 unknown Top 4 duelists>,,,
3,4,<4 unknown Top 8 duelists>,,,
