,placement,player,archetype,deck_id
0,1,Fox Chudleigh,Snake-Eye,diabellstar-kashtira-snake-eye-ftk-507313
1,2,Kalist Uremovic,Despia,branded-despia-509126
2,3,Ellie Flynn,Yubel,
3,4,Tim Davis,Purrely,purrely-507165
4,5,Keegan Hanham,Snake-Eye,
5,6,Yuqi Lu,Snake-Eye,
6,7,Jared Darcy,Yubel,kashtira-unchained-yubel-508402
7,8,Sinisa Blazic,Fire King,
8,9,William Bartlett,Snake-Eye,
9,10,Jackson Rolfe,Snake-Eye,
10,11,Jason Huang,Snake-Eye,
11,12,Harry Jeffrey,Snake-Eye,
12,13,Logan Annan,Yubel,unchained-yubel-507123
13,14,Cynthia Woods,Snake-Eye,
14,15,Cory Lewis,Despia,branded-despia-507789
15,16,Kunlun Lei,Snake-Eye,
16,17,Peter Mitrothanasis,Fire King,
17,18,Conor Schaumkell,Fire King,
18,19,Dennis Lee,Snake-Eye,
19,20,Joshua Rodriguez,Snake-Eye,diabellstar-yubel-snake-eye-507987
20,21,Ashley Martin,Tearlaments,shaddoll-horus-tearlaments-507344
21,22,Max Coop,Snake-Eye,
22,23,Edson Corser,Despia,
23,24,Lochlan Murphy,Despia,
24,25,Harvey Yeo,Snake-Eye,
25,26,Jonah Singer,Ritual Beast,ritual-beast-507074
26,27,Harley Pettersen,Tenpai Dragon,
27,28,Andrew Doodson,Ritual Beast,ritual-beast-507124
28,29,Poe Jiang,Purrely,
29,30,Zach Lloyd,Tenpai Dragon,
30,31,Alex Wang,Tenpai Dragon,
31,32,Riley Jackson,Voiceless Voice,
32,33,Ray Zhang,Fire King,
33,34,Dino Spasovski,Fire King,
34,35,Frank Wang,Fire King,
35,36,Daniel Kitson,Snake-Eye,
36,37,Connor Bryson,Fire King,diabellstar-kashtira-snake-eye-fire-king-508819
37,38,Bin Nguyen,Fire King,
38,39,Harry Dellagiacoma,Fire King,
39,40,Kaspar Terauds,Snake-Eye,
40,41,Henry Lai,Snake-Eye,
41,42,Tim Li,Plant Link,
42,43,Aaqif Jagirdar,Snake-Eye,diabellstar-snake-eye-507164
43,44,William Lam,Plant Link,
44,45,Nicholas Lamberton,Yubel,unchained-yubel-507345
45,46,Leon Maier,Tenpai Dragon,
46,47,Dan Macaulay,Yubel,
47,48,Joshua Glen,Salamangreat,salamangreat-507392
48,49,Ashoka Garin-Michaud,Yubel,
49,50,Teawaiti Thompson,Tenpai Dragon,
50,51,Jack Sprunt,Purrely,purrely-507428
51,52,Lachlan Robertson,Voiceless Voice,
52,53,Phillip Gao,Voiceless Voice,
53,54,Jack Henderson,Melodious,
54,55,Stephen Medhurst,Vanquish Soul,
55,56,Aluntum Sudnit,Melodious,
56,57,James English,Chimera,
57,58,Michael Duan,Kashtira,
58,59,Christopher Gong,Fire King,
59,60,Marijan Brndada,Snake-Eye,
60,61,Josh Ng,Tenpai Dragon,
61,62,Leonardo Gasparini,Melodious,melodious-507119
62,63,Daniel Shi,Yubel,
63,64,Yury Milenkov,Yubel,
