,placement,player,archetype,deck_id
0,1,Alberzon Ajata Argollo,Scareclaw,kashtira-adventurer-scareclaw-494094
1,2,Andrey Flores,Tenpai Dragon,tenpai-dragon-494097
2,3,Eddie Andre Alba Pando,Snake-Eye,diabellstar-snake-eye-494111
3,4,Kenny Jorge Caoqauira,Voiceless Voice,branded-voiceless-voice-494116
4,5,Edson Ramirez,Centur-Ion,melodious-centur-ion-494114
5,6,Kevin Victor Taquichiri,Chimera,branded-chimera-494115
6,7,Ricardo Soto Soria,Runick,stun-runick-494008
7,8,Brandon Leon Vallejos,Tenpai Dragon,kashtira-tenpai-dragon-494172
