,placement,player,archetype,deck_id
0,1,Oded Moshe,Kashtira,heatsoul-kashtira-502340
1,2,Nadav Casper,Snake-Eye,diabellstar-kashtira-snake-eye-502339
2,3,Simon Hatav,Snake-Eye,diabellstar-kashtira-snake-eye-502337
3,4,Shalev Asayag,Snake-Eye,diabellstar-snake-eye-502338
4,5,Guy Hazan,Fur Hire,runick-spright-fur-hire-502336
5,6,Eden Mansdorf,Snake-Eye,diabellstar-kashtira-snake-eye-502334
6,7,Daniel Feigenson,Snake-Eye,diabellstar-snake-eye-502333
7,8,Daniel Suli,Kashtira,heatsoul-kashtira-502332
