,placement,player,archetype,deck_id,deck_cost
0,1,Srdjan Mihajlović,Snake-Eye,diabellstar-snake-eye-491059,$225.13
1,2,Karlo Lukić,Kashtira,heatsoul-kashtira-491548,$209.17
2,3,Marin Turić,Snake-Eye,diabellstar-kashtira-snake-eye-491550,$218.76
3,4,Alen Kazalac,Snake-Eye,diabellstar-snake-eye-491553,$236.52
4,5,Michael Forner,Tenpai Dragon,kashtira-tenpai-dragon-491556,$191.40
5,6,Matej Kišić,Snake-Eye,diabellstar-snake-eye-491557,$229.41
6,7,Adrian Mesaroš,Tenpai Dragon,kashtira-tenpai-dragon-491560,$189.89
7,8,Kristian Pašić,Tenpai Dragon,tenpai-dragon-491559,$134.33
8,9,Toni Martinović,Tenpai Dragon,kashtira-tenpai-dragon-491572,$236.99
9,10,Matic Kink,Yubel,unchained-yubel-491563,$173.64
10,11,Luka Mikičić,Snake-Eye,diabellstar-snake-eye-491601,$229.00
11,12,Ivan Emanuel Dobrovšak,Unchained,yubel-unchained-491568,$209.25
12,13,Tibor Štefanac,Tenpai Dragon,tenpai-dragon-491573,$203.21
13,14,L. F.,Melodious,melodious-491599,$123.29
14,15,Ivan Kušek,Tenpai Dragon,tenpai-dragon-491600,$183.70
15,16,Filip Ljubičić,Despia,branded-despia-491598,$143.95
