,placement,player,archetype,deck_id
0,1,Gabriel Soussi,Salamangreat,salamangreat-516960
1,2,Samir Bachar,Salamangreat,salamangreat-517606
2,3,Jake Quinsee,Orcust,
3,4,Herman Hansson,Thunder Dragon,
4,5,Alexander Rauch,Altergeist,
5,6,Mirko Zanelli,Crusadia,
6,7,Adrian Dursun,Sky Striker,sky-striker-517453
7,8,Shahak Deutsch,Salamangreat,
8,9,Alessandro Tucceri,Sky Striker,sky-striker-517387
9,10,Lars Gunnar Halbrend,Dinosaurs,guardragon-dinosaurs-517459
10,11,Julio Valls,Salamangreat,salamangreat-516654
11,12,Joshua Schmidt,Salamangreat,salamangreat-516657
12,13,Niko Schlierkamp,Salamangreat,salamangreat-516655
13,14,Paul Schuffenecker,Sky Striker,sky-striker-517475
14,15,Max Frövel,Salamangreat,salamangreat-516653
15,16,<unknown duelist>,Salamangreat,
16,17,<unknown duelist>,Sky Striker,
17,18,<unknown duelist>,Sky Striker,
18,19,<unknown duelist>,Sky Striker,
19,20,<unknown duelist>,Sky Striker,
20,21,<unknown duelist>,Sky Striker,
21,22,<unknown duelist>,Pendulum,
22,23,<unknown duelist>,Sky Striker,
23,24,<unknown duelist>,Sky Striker,
24,25,<unknown duelist>,Sky Striker,
25,26,<unknown duelist>,Sky Striker,
26,27,<unknown duelist>,Sky Striker,
27,28,<unknown duelist>,Salamangreat,
28,29,<unknown duelist>,Orcust,
29,30,<unknown duelist>,Salamangreat,
30,31,<unknown duelist>,Salamangreat,
31,32,<unknown duelist>,Salamangreat,
32,33,<unknown duelist>,Salamangreat,
33,34,<unknown duelist>,Salamangreat,
34,35,<unknown duelist>,Salamangreat,
35,36,<unknown duelist>,Salamangreat,
36,37,<unknown duelist>,Salamangreat,
37,38,<unknown duelist>,Salamangreat,
38,39,<unknown duelist>,Salamangreat,
39,40,<unknown duelist>,Salamangreat,
40,41,<unknown duelist>,Altergeist,
41,42,<unknown duelist>,Trickstar,
42,43,<unknown duelist>,Crusadia,
43,44,<unknown duelist>,Thunder Dragon,
44,45,<unknown duelist>,Thunder Dragon,
45,46,<unknown duelist>,Thunder Dragon,
46,47,<unknown duelist>,Thunder Dragon,
47,48,<unknown duelist>,Thunder Dragon,
48,49,<unknown duelist>,Thunder Dragon,
49,50,<unknown duelist>,Altergeist,
50,51,<unknown duelist>,Altergeist,
51,52,<unknown duelist>,Altergeist,
52,53,<unknown duelist>,Trickstar,
53,54,<unknown duelist>,Altergeist,
54,55,<unknown duelist>,Altergeist,
55,56,<unknown duelist>,Orcust,
56,57,<unknown duelist>,Orcust,
57,58,<unknown duelist>,Infernoid,
58,59,<unknown duelist>,Orcust,
59,60,<unknown duelist>,Orcust,
60,61,<unknown duelist>,Orcust,
61,62,<unknown duelist>,Orcust,
62,63,<unknown duelist>,Orcust,
63,64,<unknown duelist>,Orcust,
