,placement,player,archetype,deck_id,deck_cost
0,1,Janis Bernhards,Mathmech,,
1,2,Denis Dayin,Kashtira,,
2,3,Sasu Ylijoki,Kashtira,kashtira-330069,$234.95
3,4,Kalle Mäntylä,Superheavy Samurai,,
4,5,Niko Aintio,Swordsoul,,
5,6,Joni Suppula,Purrely,purrely-330070,$105.41
6,7,Erik Wistrand,Kashtira,kashtira-330067,$229.48
7,8,Mikael Hyttinen,Superheavy Samurai,superheavy-samurai-330066,$88.11
