,placement,player,archetype,deck_id,deck_cost
0,1,Poe Jiang,Purrely,purrely-328902,$118.03
1,2,Katherine Mai,Kashtira,kashtira-328901,$251.04
2,3,Frank Geracitano,Mathmech,firewall-mathmech-328899,$88.94
3,4,Jackson Rolfe,Kashtira,,
4,5,Fox Chudleigh,Kashtira,,
5,6,Reinier de Leon,Labrynth,,
6,7,Marlon Isabella,Superheavy Samurai,,
7,8,Nathan Panella,Labrynth,,
