,placement,player,archetype,deck_id
0,1,Marco Lopez,Mathmech,firewall-mathmech-329245
1,2,HEROSBRAN,Kashtira,kashtira-329250
2,3,Luis Prieto,Tellarknight,bystial-tellarknight-329235
3,4,John Diaz,Marincess,marincess-329238
4,5,<4 unknown Top 8 duelists>,,
