,placement,player,archetype,deck_id,deck_cost
0,1,Kevin Martinez,Superheavy Samurai,superheavy-samurai-328288,$126.43
1,2,Cesar Antonio Sequeira,Superheavy Samurai,superheavy-samurai-328287,$106.13
2,3,Juan Diego Gonzalez Viquez,Kashtira,kashtira-328285,$205.52
3,4,Luis Diego Lopez Lopez,Mathmech,mathmech-328286,$76.78
4,5,Joseph Tello Wong,Kashtira,kashtira-328284,$212.71
5,6,Luighi Daniel Caballero Vargas,Superheavy Samurai,superheavy-samurai-328283,$138.03
6,7,<2 unknown Top 8 duelists>,,,
