,placement,player,archetype,deck_id,deck_cost
0,1,Pablo Dominguez,Snake-Eye,diabellstar-kashtira-snake-eye-495092,$196.61
1,2,Daniel Galeano,Yubel,unchained-yubel-495090,$174.56
2,3,Alejandro Prieto ,Tearlaments,lightsworn-tearlaments-495033,$152.49
3,4,Cristian Penagos,Centur-Ion,centur-ion-495030,$277.22
4,5,Alexander Gonzales,Snake-Eye,diabellstar-snake-eye-495028,$207.71
5,6,Steven Gomez,Mannadium,scareclaw-mannadium-494518,$176.88
6,7,Joshua Olave,Labrynth,unchained-labrynth-495023,$174.75
7,8,Cristian Buitrago,Tenpai Dragon,tenpai-dragon-495022,$180.16
