,placement,player,archetype,deck_id,deck_cost
0,1,Gal Sonnenfeld ,Despia,branded-despia-327770,$107.61
1,2,Mirko Bagnarol,Orcust,superheavy-samurai-orcust-327708,$88.02
2,3,Eliya Steinbaum,Traptrix,therion-traptrix-327773,$73.19
3,4,Lior Chen,Dragon Link,bystial-dragon-link-327774,$206.60
4,5,Ben Salach,Drytron,drytron-327782,$152.26
5,6,Ari Azulay,Kashtira,kashtira-327783,$207.21
6,7,Simon Hatav,Mathmech,mathmech-327781,$105.01
7,8,Or Barby,Superheavy Samurai,superheavy-samurai-327780,$92.21
