,placement,player,archetype,deck_id,deck_cost
0,1,Julian Jimenez,Superheavy Samurai,superheavy-samurai-330776,$139.82
1,2,Enzo Alfonzo,Swordsoul,tenyi-swordsoul-330775,$84.07
2,3,Blas Barbagelata,Labrynth,labrynth-330774,$127.89
3,4,<unknown duelist>,,,
4,5,Brian Caceres,Kashtira,kashtira-330771,$218.07
5,6,Jose Castillo,Runick,runick-330772,$41.11
6,7,Juan Manuel Abregu,Rikka,sunavalon-rikka-330773,$125.05
7,8,Gaston Crnkovich,Mathmech,mathmech-330770,$71.23
8,9,Joaquin Pojaghi,Plunder Patroll,adventurer-plunder-patroll-330779,$60.38
9,10,Joaquin Lichtig,Despia,branded-despia-330787,$152.57
10,11,Juan Gordillo,Naturia,runick-naturia-330781,$62.97
11,12,Antoni Zalazar,Swordsoul,tenyi-swordsoul-330784,$109.89
12,13,Guillermo Balestro,Tearlaments,ishizu-tearlaments-330786,$76.23
13,14,Dante Giordano,Traptrix,traptrix-330782,$70.67
14,15,Alexis Olmedo,Labrynth,labrynth-330785,$134.68
15,16,<unknown duelist>,,,
