,placement,player,archetype,deck_id,deck_cost
0,1,Imran Khan,SPYRAL,spyral-413120,$60.55
1,2,Faisal Khan,SPYRAL,spyral-413123,$60.55
2,3,Hani Jawhari,,,
3,4,Ryan Arthur Levine,,,
4,5, Peter Michael Serrano-Vargas,,,
5,6,Kevin Michael Ward II,,,
6,7,Kobe Louis Short,,,
7,8,Gabriel Matthias Marini,,,
8,9,Brian Rayos,Trickstar,trickstar-413124,$67.71
9,10,Michael Joseph Tamez,,,
10,11,Daniel Arthur Thorp,,,
11,12,Sean Thomas Hinson,,,
12,13,Alexander Louis Cancel,,,
13,14,Michael Forner,,,
14,15, Sebastian CA Carballo,,,
15,16,Dean Edward Arbuckle,,,
16,17,Drew Johnson,Trickstar,kaiju-trickstar-413128,$76.30
17,18,Ed Acepcion,Invoked,windwitch-invoked-413127,$67.84
18,19,Marcello Barberi,SPYRAL,spyral-413125,$69.34
19,20,Brian Nicholas Snow,SPYRAL,spyral-413183,$60.57
20,21,Romello Wilson,SPYRAL,spyral-413129,$47.08
21,22,<11 unknown Top 32 duelists>,,,
