,placement,player,archetype,deck_id,deck_cost
0,1,Aaron,Exosister,exosister-302697,$109.45
1,2,Denny Vu,Tearlaments,,
2,3,Trell Thomas,P.U.N.K.,,
3,4,Johnathon Golden,Spright,,
4,5,Gaurav Ohol,Floowandereeze,,
5,6,<3 unknown Top 8 duelists>,,,
