"","X","id","name","copies","deck_part","deck_id","archetype"
"2890",13,94845588,"The Hallowed Azamina",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2891",14,66328392,"Deception of the Sinful Spoils",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2892",15,80845034,"WANTED: Seeker of Sinful Spoils",3,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2893",16,98567237,"Fiendsmith's Tract",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2894",17,64664373,"Metaltronus",3,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2895",18,25311006,"Triple Tactics Talent",2,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2896",19,24224830,"Called by the Grave",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2897",20,10045474,"Infinite Impermanence",3,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2898",21,49299410,"The Black Goat Laughs",3,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2899",22,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2900",23,39491690,"Azamina Aphes",1,0,"fiendsmith-azamina-white-forest-568378","White Forest"
"2901",0,14307929,"Diabell, Queen of the White Forest",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2902",1,77313225,"Rciela, Sinister Soul of the White Forest",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2903",2,41924516,"Silvera, Wolf Tamer of the White Forest",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2904",3,22850702,"Chaos Angel",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2905",4,34909328,"Ryzeal Detonator",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2906",5,11321089,"Guardian Chimera",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2907",6,66532962,"Magistus Chorozo",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2908",7,46396218,"Azamina Ilia Silvia",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2909",8,73391962,"Azamina Mu Rcielago",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2910",9,82135803,"Fiendsmith's Desirae",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2911",10,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2912",11,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2913",12,2463794,"Fiendsmith's Requiem",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2914",13,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2915",14,29301450,"S:P Little Knight",1,1,"fiendsmith-azamina-white-forest-568378","White Forest"
"2916",0,34267821,"Artifact Lancea",3,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2917",1,84192580,"Mulcharmy Purulia",2,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2918",2,94145021,"Droll & Lock Bird",3,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2919",3,2263869,"Ultimate Slayer",3,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2920",4,40605147,"Solemn Strike",3,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2921",5,9940036,"Mereologic Aggregator",1,2,"fiendsmith-azamina-white-forest-568378","White Forest"
"2922",0,61980241,"Elzette of the White Forest",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2923",1,38648860,"Elzette, Azamina of the White Forest",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2924",2,25592142,"Astellar of the White Forest",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2925",3,24779554,"Rucia of the White Forest",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2926",4,98385955,"Silvy of the White Forest",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2927",5,72270339,"Diabellstar the Black Witch",2,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2928",6,28803166,"Lacrima the Crimson Tears",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2929",7,60764609,"Fiendsmith Engraver",2,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2930",8,97651498,"Fabled Lurrie",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2931",9,33854624,"Bystial Magnamhut",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2932",10,6637331,"Bystial Druiswurm",2,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2933",11,27204311,"Nibiru, the Primal Being",2,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2934",12,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2935",13,14558128,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2936",14,99289828,"Tales of the White Forest",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2937",15,3496543,"Sinful Spoils of the White Forest",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2938",16,94845588,"The Hallowed Azamina",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2939",17,66328392,"Deception of the Sinful Spoils",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2940",18,80845034,"WANTED: Seeker of Sinful Spoils",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2941",19,98567237,"Fiendsmith's Tract",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2942",20,25311006,"Triple Tactics Talent",2,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2943",21,24224830,"Called by the Grave",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2944",22,10045474,"Infinite Impermanence",3,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2945",23,39491690,"Azamina Aphes",1,0,"fiendsmith-azamina-white-forest-569962","White Forest"
"2946",0,14307929,"Diabell, Queen of the White Forest",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2947",1,77313225,"Rciela, Sinister Soul of the White Forest",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2948",2,41924516,"Silvera, Wolf Tamer of the White Forest",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2949",3,22850702,"Chaos Angel",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2950",4,66532962,"Magistus Chorozo",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2951",5,11321089,"Guardian Chimera",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2952",6,46396218,"Azamina Ilia Silvia",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2953",7,73391962,"Azamina Mu Rcielago",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2954",8,82135803,"Fiendsmith's Desirae",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2955",9,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2956",10,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2957",11,2463794,"Fiendsmith's Requiem",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2958",12,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2959",13,4731783,"A Bao A Qu, the Lightless Shadow",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2960",14,29301450,"S:P Little Knight",1,1,"fiendsmith-azamina-white-forest-569962","White Forest"
"2961",0,34267821,"Artifact Lancea",3,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2962",1,87126721,"Mulcharmy Meowls",2,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2963",2,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2964",3,27204311,"Nibiru, the Primal Being",1,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2965",4,18144507,"Harpie's Feather Duster",1,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2966",5,54693926,"Dark Ruler No More",2,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2967",6,43711255,"Prohibition",3,2,"fiendsmith-azamina-white-forest-569962","White Forest"
"2968",0,61980241,"Elzette of the White Forest",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2969",1,38648860,"Elzette, Azamina of the White Forest",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2970",2,24779554,"Rucia of the White Forest",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2971",3,98385955,"Silvy of the White Forest",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2972",4,72270339,"Diabellstar the Black Witch",2,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2973",5,97651498,"Fabled Lurrie",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2974",6,28803166,"Lacrima the Crimson Tears",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2975",7,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2976",8,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2977",9,14558128,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2978",10,94145021,"Droll & Lock Bird",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2979",11,97268402,"Effect Veiler",2,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2980",12,99289828,"Tales of the White Forest",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2981",13,3496543,"Sinful Spoils of the White Forest",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2982",14,94845588,"The Hallowed Azamina",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2983",15,66328392,"Deception of the Sinful Spoils",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2984",16,80845034,"WANTED: Seeker of Sinful Spoils",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2985",17,25311006,"Triple Tactics Talent",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2986",18,98567237,"Fiendsmith's Tract",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2987",19,24224830,"Called by the Grave",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2988",20,10045474,"Infinite Impermanence",3,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2989",21,49299410,"The Black Goat Laughs",2,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2990",22,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2991",23,39491690,"Azamina Aphes",1,0,"fiendsmith-azamina-white-forest-588738","White Forest"
"2992",0,14307929,"Diabell, Queen of the White Forest",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2993",1,77313225,"Rciela, Sinister Soul of the White Forest",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2994",2,41924516,"Silvera, Wolf Tamer of the White Forest",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2995",3,22850702,"Chaos Angel",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2996",4,9940036,"Mereologic Aggregator",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2997",5,93039339,"Super Starslayer TY-PHON - Sky Crisis",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2998",6,9785661,"Azamina Sol Erysichthon",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"2999",7,46396218,"Azamina Ilia Silvia",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3000",8,73391962,"Azamina Mu Rcielago",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3001",9,82135803,"Fiendsmith's Desirae",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3002",10,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3003",11,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3004",12,2463794,"Fiendsmith's Requiem",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3005",13,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3006",14,29301450,"S:P Little Knight",1,1,"fiendsmith-azamina-white-forest-588738","White Forest"
"3007",0,34267821,"Artifact Lancea",3,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3008",1,87126721,"Mulcharmy Meowls",2,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3009",2,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3010",3,2263869,"Ultimate Slayer",3,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3011",4,65681983,"Crossout Designator",3,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3012",5,80666118,"Scarlight Red Dragon Archfiend",1,2,"fiendsmith-azamina-white-forest-588738","White Forest"
"3013",0,28803166,"Lacrima the Crimson Tears",3,0,"fiendsmith-bystial-564843","Bystial"
"3014",1,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-bystial-564843","Bystial"
"3015",2,97651498,"Fabled Lurrie",1,0,"fiendsmith-bystial-564843","Bystial"
"3016",3,32731036,"The Bystial Lubellion",3,0,"fiendsmith-bystial-564843","Bystial"
"3017",4,33854624,"Bystial Magnamhut",1,0,"fiendsmith-bystial-564843","Bystial"
"3018",5,6637331,"Bystial Druiswurm",3,0,"fiendsmith-bystial-564843","Bystial"
"3019",6,60242223,"Bystial Saronir",3,0,"fiendsmith-bystial-564843","Bystial"
"3020",7,72656408,"Bystial Baldrake",3,0,"fiendsmith-bystial-564843","Bystial"
"3021",8,14558127,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-bystial-564843","Bystial"
"3022",9,27204311,"Nibiru, the Primal Being",3,0,"fiendsmith-bystial-564843","Bystial"
"3023",10,59438930,"Ghost Ogre & Snow Rabbit",3,0,"fiendsmith-bystial-564843","Bystial"
"3024",11,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-bystial-564843","Bystial"
"3025",12,97268402,"Effect Veiler",3,0,"fiendsmith-bystial-564843","Bystial"
"3026",13,98567237,"Fiendsmith's Tract",3,0,"fiendsmith-bystial-564843","Bystial"
"3027",14,34090915,"Branded Regained",1,0,"fiendsmith-bystial-564843","Bystial"
"3028",15,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-bystial-564843","Bystial"
"3029",0,2463794,"Fiendsmith's Requiem",2,1,"fiendsmith-bystial-564843","Bystial"
"3030",1,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-bystial-564843","Bystial"
"3031",2,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-bystial-564843","Bystial"
"3032",3,29301450,"S:P Little Knight",1,1,"fiendsmith-bystial-564843","Bystial"
"3033",4,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-bystial-564843","Bystial"
"3034",5,82135803,"Fiendsmith's Desirae",1,1,"fiendsmith-bystial-564843","Bystial"
"3035",6,93860227,"Necroquip Princess",1,1,"fiendsmith-bystial-564843","Bystial"
"3036",7,60303245,"Salamangreat Almiraj",1,1,"fiendsmith-bystial-564843","Bystial"
"3037",8,71100270,"Goblin's Crazy Beast",1,1,"fiendsmith-bystial-564843","Bystial"
"3038",9,38495396,"Constellar Ptolemy M7",1,1,"fiendsmith-bystial-564843","Bystial"
"3039",10,79559912,"D/D/D Wave High King Caesar",1,1,"fiendsmith-bystial-564843","Bystial"
"3040",11,93039339,"Super Starslayer TY-PHON - Sky Crisis",1,1,"fiendsmith-bystial-564843","Bystial"
"3041",12,90448279,"Divine Arsenal AA-ZEUS - Sky Thunder",1,1,"fiendsmith-bystial-564843","Bystial"
"3042",13,22850702,"Chaos Angel",1,1,"fiendsmith-bystial-564843","Bystial"
"3043",0,34267821,"Artifact Lancea",3,2,"fiendsmith-bystial-564843","Bystial"
"3044",1,78661339,"Fantastical Dragon Phantazmay",3,2,"fiendsmith-bystial-564843","Bystial"
"3045",2,32909498,"Kashtira Fenrir",3,2,"fiendsmith-bystial-564843","Bystial"
"3046",3,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-bystial-564843","Bystial"
"3047",4,94145021,"Droll & Lock Bird",3,2,"fiendsmith-bystial-564843","Bystial"
"3048",0,33854624,"Bystial Magnamhut",1,0,"fiendsmith-bystial-568386","Bystial"
"3049",1,6637331,"Bystial Druiswurm",3,0,"fiendsmith-bystial-568386","Bystial"
"3050",2,72656408,"Bystial Baldrake",3,0,"fiendsmith-bystial-568386","Bystial"
"3051",3,60242223,"Bystial Saronir",3,0,"fiendsmith-bystial-568386","Bystial"
"3052",4,32731036,"The Bystial Lubellion",3,0,"fiendsmith-bystial-568386","Bystial"
"3053",5,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-bystial-568386","Bystial"
"3054",6,28803166,"Lacrima the Crimson Tears",3,0,"fiendsmith-bystial-568386","Bystial"
"3055",7,97651498,"Fabled Lurrie",1,0,"fiendsmith-bystial-568386","Bystial"
"3056",8,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-bystial-568386","Bystial"
"3057",9,14558128,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-bystial-568386","Bystial"
"3058",10,97268402,"Effect Veiler",3,0,"fiendsmith-bystial-568386","Bystial"
"3059",11,59438930,"Ghost Ogre & Snow Rabbit",3,0,"fiendsmith-bystial-568386","Bystial"
"3060",12,27204311,"Nibiru, the Primal Being",3,0,"fiendsmith-bystial-568386","Bystial"
"3061",13,34090915,"Branded Regained",1,0,"fiendsmith-bystial-568386","Bystial"
"3062",14,98567237,"Fiendsmith's Tract",3,0,"fiendsmith-bystial-568386","Bystial"
"3063",15,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-bystial-568386","Bystial"
"3064",0,60303245,"Salamangreat Almiraj",1,1,"fiendsmith-bystial-568386","Bystial"
"3065",1,29301450,"S:P Little Knight",1,1,"fiendsmith-bystial-568386","Bystial"
"3066",2,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-bystial-568386","Bystial"
"3067",3,2463794,"Fiendsmith's Requiem",2,1,"fiendsmith-bystial-568386","Bystial"
"3068",4,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-bystial-568386","Bystial"
"3069",5,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-bystial-568386","Bystial"
"3070",6,82135803,"Fiendsmith's Desirae",1,1,"fiendsmith-bystial-568386","Bystial"
"3071",7,93860227,"Necroquip Princess",1,1,"fiendsmith-bystial-568386","Bystial"
"3072",8,79559912,"D/D/D Wave High King Caesar",1,1,"fiendsmith-bystial-568386","Bystial"
"3073",9,90448279,"Divine Arsenal AA-ZEUS - Sky Thunder",1,1,"fiendsmith-bystial-568386","Bystial"
"3074",10,93039339,"Super Starslayer TY-PHON - Sky Crisis",1,1,"fiendsmith-bystial-568386","Bystial"
"3075",11,71100270,"Goblin's Crazy Beast",1,1,"fiendsmith-bystial-568386","Bystial"
"3076",12,38495396,"Constellar Ptolemy M7",1,1,"fiendsmith-bystial-568386","Bystial"
"3077",13,22850702,"Chaos Angel",1,1,"fiendsmith-bystial-568386","Bystial"
"3078",0,34267821,"Artifact Lancea",3,2,"fiendsmith-bystial-568386","Bystial"
"3079",1,78661339,"Fantastical Dragon Phantazmay",3,2,"fiendsmith-bystial-568386","Bystial"
"3080",2,32909498,"Kashtira Fenrir",3,2,"fiendsmith-bystial-568386","Bystial"
"3081",3,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-bystial-568386","Bystial"
"3082",4,60643554,"Ghost Sister & Spooky Dogwood",3,2,"fiendsmith-bystial-568386","Bystial"
"3083",0,33854624,"Bystial Magnamhut",1,0,"fiendsmith-bystial-569195","Bystial"
"3084",1,6637331,"Bystial Druiswurm",3,0,"fiendsmith-bystial-569195","Bystial"
"3085",2,72656408,"Bystial Baldrake",2,0,"fiendsmith-bystial-569195","Bystial"
"3086",3,32731036,"The Bystial Lubellion",3,0,"fiendsmith-bystial-569195","Bystial"
"3087",4,97651498,"Fabled Lurrie",1,0,"fiendsmith-bystial-569195","Bystial"
"3088",5,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-bystial-569195","Bystial"
"3089",6,28803166,"Lacrima the Crimson Tears",3,0,"fiendsmith-bystial-569195","Bystial"
"3090",7,59438930,"Ghost Ogre & Snow Rabbit",2,0,"fiendsmith-bystial-569195","Bystial"
"3091",8,73642296,"Ghost Belle & Haunted Mansion",2,0,"fiendsmith-bystial-569195","Bystial"
"3092",9,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-bystial-569195","Bystial"
"3093",10,14558128,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-bystial-569195","Bystial"
"3094",11,97268402,"Effect Veiler",3,0,"fiendsmith-bystial-569195","Bystial"
"3095",12,27204311,"Nibiru, the Primal Being",3,0,"fiendsmith-bystial-569195","Bystial"
"3096",13,98567237,"Fiendsmith's Tract",3,0,"fiendsmith-bystial-569195","Bystial"
"3097",14,34090915,"Branded Regained",1,0,"fiendsmith-bystial-569195","Bystial"
"3098",15,10045474,"Infinite Impermanence",3,0,"fiendsmith-bystial-569195","Bystial"
"3099",16,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-bystial-569195","Bystial"
"3100",0,29301450,"S:P Little Knight",1,1,"fiendsmith-bystial-569195","Bystial"
"3101",1,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-bystial-569195","Bystial"
"3102",2,2463794,"Fiendsmith's Requiem",2,1,"fiendsmith-bystial-569195","Bystial"
"3103",3,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-bystial-569195","Bystial"
"3104",4,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-bystial-569195","Bystial"
"3105",5,82135803,"Fiendsmith's Desirae",2,1,"fiendsmith-bystial-569195","Bystial"
"3106",6,93860227,"Necroquip Princess",1,1,"fiendsmith-bystial-569195","Bystial"
"3107",7,35103106,"Evolzar Lars",1,1,"fiendsmith-bystial-569195","Bystial"
"3108",8,38495396,"Constellar Ptolemy M7",1,1,"fiendsmith-bystial-569195","Bystial"
"3109",9,90448279,"Divine Arsenal AA-ZEUS - Sky Thunder",1,1,"fiendsmith-bystial-569195","Bystial"
"3110",10,93039339,"Super Starslayer TY-PHON - Sky Crisis",1,1,"fiendsmith-bystial-569195","Bystial"
"3111",11,79559912,"D/D/D Wave High King Caesar",1,1,"fiendsmith-bystial-569195","Bystial"
"3112",12,22850702,"Chaos Angel",1,1,"fiendsmith-bystial-569195","Bystial"
"3113",0,34267821,"Artifact Lancea",3,2,"fiendsmith-bystial-569195","Bystial"
"3114",1,87126721,"Mulcharmy Meowls",2,2,"fiendsmith-bystial-569195","Bystial"
"3115",2,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-bystial-569195","Bystial"
"3116",3,73642296,"Ghost Belle & Haunted Mansion",1,2,"fiendsmith-bystial-569195","Bystial"
"3117",4,4227096,"Mistaken Arrest",3,2,"fiendsmith-bystial-569195","Bystial"
"3118",5,40605147,"Solemn Strike",3,2,"fiendsmith-bystial-569195","Bystial"
"3119",0,33854624,"Bystial Magnamhut",1,0,"fiendsmith-bystial-569196","Bystial"
"3120",1,6637331,"Bystial Druiswurm",3,0,"fiendsmith-bystial-569196","Bystial"
"3121",2,72656408,"Bystial Baldrake",2,0,"fiendsmith-bystial-569196","Bystial"
"3122",3,32731036,"The Bystial Lubellion",3,0,"fiendsmith-bystial-569196","Bystial"
"3123",4,97651498,"Fabled Lurrie",1,0,"fiendsmith-bystial-569196","Bystial"
"3124",5,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-bystial-569196","Bystial"
"3125",6,28803166,"Lacrima the Crimson Tears",3,0,"fiendsmith-bystial-569196","Bystial"
"3126",7,59438930,"Ghost Ogre & Snow Rabbit",2,0,"fiendsmith-bystial-569196","Bystial"
"3127",8,73642296,"Ghost Belle & Haunted Mansion",2,0,"fiendsmith-bystial-569196","Bystial"
"3128",9,42141493,"Mulcharmy Fuwalos",3,0,"fiendsmith-bystial-569196","Bystial"
"3129",10,14558128,"Ash Blossom & Joyous Spring",3,0,"fiendsmith-bystial-569196","Bystial"
"3130",11,97268402,"Effect Veiler",3,0,"fiendsmith-bystial-569196","Bystial"
"3131",12,27204311,"Nibiru, the Primal Being",3,0,"fiendsmith-bystial-569196","Bystial"
"3132",13,98567237,"Fiendsmith's Tract",3,0,"fiendsmith-bystial-569196","Bystial"
"3133",14,34090915,"Branded Regained",1,0,"fiendsmith-bystial-569196","Bystial"
"3134",15,10045474,"Infinite Impermanence",3,0,"fiendsmith-bystial-569196","Bystial"
"3135",16,99989863,"Fiendsmith in Paradise",1,0,"fiendsmith-bystial-569196","Bystial"
"3136",0,29301450,"S:P Little Knight",1,1,"fiendsmith-bystial-569196","Bystial"
"3137",1,71818935,"Moon of the Closed Heaven",1,1,"fiendsmith-bystial-569196","Bystial"
"3138",2,2463794,"Fiendsmith's Requiem",2,1,"fiendsmith-bystial-569196","Bystial"
"3139",3,49867899,"Fiendsmith's Sequence",1,1,"fiendsmith-bystial-569196","Bystial"
"3140",4,32991300,"Fiendsmith's Agnumday",1,1,"fiendsmith-bystial-569196","Bystial"
"3141",5,82135803,"Fiendsmith's Desirae",2,1,"fiendsmith-bystial-569196","Bystial"
"3142",6,93860227,"Necroquip Princess",1,1,"fiendsmith-bystial-569196","Bystial"
"3143",7,35103106,"Evolzar Lars",1,1,"fiendsmith-bystial-569196","Bystial"
"3144",8,38495396,"Constellar Ptolemy M7",1,1,"fiendsmith-bystial-569196","Bystial"
"3145",9,90448279,"Divine Arsenal AA-ZEUS - Sky Thunder",1,1,"fiendsmith-bystial-569196","Bystial"
"3146",10,93039339,"Super Starslayer TY-PHON - Sky Crisis",1,1,"fiendsmith-bystial-569196","Bystial"
"3147",11,79559912,"D/D/D Wave High King Caesar",1,1,"fiendsmith-bystial-569196","Bystial"
"3148",12,22850702,"Chaos Angel",1,1,"fiendsmith-bystial-569196","Bystial"
"3149",0,34267821,"Artifact Lancea",3,2,"fiendsmith-bystial-569196","Bystial"
"3150",1,32909498,"Kashtira Fenrir",3,2,"fiendsmith-bystial-569196","Bystial"
"3151",2,87126721,"Mulcharmy Meowls",2,2,"fiendsmith-bystial-569196","Bystial"
"3152",3,84192580,"Mulcharmy Purulia",3,2,"fiendsmith-bystial-569196","Bystial"
"3153",4,73642296,"Ghost Belle & Haunted Mansion",1,2,"fiendsmith-bystial-569196","Bystial"
"3154",5,40605147,"Solemn Strike",3,2,"fiendsmith-bystial-569196","Bystial"
"3155",0,33854624,"Bystial Magnamhut",1,0,"fiendsmith-bystial-576496","Bystial"
"3156",1,6637331,"Bystial Druiswurm",3,0,"fiendsmith-bystial-576496","Bystial"
"3157",2,72656408,"Bystial Baldrake",2,0,"fiendsmith-bystial-576496","Bystial"
"3158",3,60242223,"Bystial Saronir",2,0,"fiendsmith-bystial-576496","Bystial"
"3159",4,32731036,"The Bystial Lubellion",3,0,"fiendsmith-bystial-576496","Bystial"
"3160",5,97651498,"Fabled Lurrie",1,0,"fiendsmith-bystial-576496","Bystial"
"3161",6,60764609,"Fiendsmith Engraver",3,0,"fiendsmith-bystial-576496","Bystial"
"3162",7,28803166,"Lacrima the Crimson Tears",3,0,"fiendsmith-bystial-576496","Bystial"
"3163",8,59438930,"Ghost Ogre & Snow Rabbit",2,0,"fiendsmith-bystial-576496","Bystial"
"3164",9,73642296,"Ghost Belle & Haunted Mansion",2,0,"fiendsmith-bystial-576496","Bystial"
